,True Values,Content
522,fake,ay na ni republic act ra batas na hatiin sa lalawigan norte sur oriental pa sa mamamayan upang malaman kung pasado ba sa ganapin sa si governor sa ra higit na pag sa lalawigan mamumuno ay na sa mas na teritoryo na budget sa ra tumakbo si kasi positibo tugon sa plebisito sa ay opisyal sa kung may ra may tutol rin sa pagkakahati lalawigan kabilang na rito save movement na kagustuhan ayon kay rosario chief social media campaigner grupo ra ay solusyon sa pamamahala kor pang buso sa likas na yaman na sa sa batas ay lokal na opisyal lalawigan katunayan sa kongreso sa may rin ilang na sa save movement page ayon kay z wala man lang silang public consultation basta na lang silang sana ay may magawa pa tanong naman ni apart enriching local pa nito pahayag naman ni e go pay three environmental discourage local naman pag asa si j still hope vote plebiscite law balikat naman ni pahayag na politiko sa pagkakahati samantala din lokal na pamahalaan paghiwalay lalawigan sa region region b nais magkaroon regional center upang na dumayo pa sa na sentro rehiyon
523,real,came boil senator majority leader chuck slow pace voting chamber
524,real,one pledge plead guilty federal hate judge deal
525,fake,hugpong pagbabago campaign manager city mayor sara wrong saying law require honest good moral character read
526,real,days go join next project rebound learn zero waste approach sustainable living go hand hand healthy economic recovery register go event page
527,real,sa pagkakataon publiko digitally na kopya anak directed rory langit humatol directed bata bata ka ni film central pelikula dumating ilang director na nina chit olive rory sa film center para panoorin bata bata dumating din sina pie na kasama sa cast nito full force din na dumating sa event press people sa totoo lang mong bago kopya kung nga lang naroroon sina na totoy pa itsura sa movie mong pelikula bata bata salamat sa teknolohiya sa speech ni film head anim nang classic film ni ate na restore baka nga pa sa kopya sa pagtanggap publiko sa talumpati naman ni ate pabiro anim pa lang na modesty aside tayong classic na na restore sa kalumaan gusto naming restore pelikula ni sa iba direktor kuwento pa ni restore na film pelikula since sa ay na sa international sa katunayan ay may red carpet pang premiere na sa free air cable television din sa pay per view video demand sa din sa sa tanong kay ate kung pa pelikula na gusto panoorin excited sagot bird ako
528,real,national across country help combat virus according data provided national guard bureau
529,real,sen ping vying top post expressed frustration still choose put public office read related story
530,fake,quote card sen villar saying family could afford buy work hard posted several came apparent jab
531,real,trust heart brand especially birthday
532,real,ayon kay president archbishop aksyon pangulo ay pagpapakita na pamahalaan upang nasyon na puno pagpapala pakikiramay
533,fake,magkaroon ginto ginto pa ayon sa world gold council
534,real,tao mamamayan makinabang sa polisiya programa na via watch
535,fake,pink light display month support vice president page used photo landmark read
536,fake,address sa na post kapitbahay ni na rose ay barangay ay nasa city sa naga city
537,fake,post suggesting photo senate hopeful mar riding padyak taken recently caption tingnan mo ni mar malapit na kasi read
538,fake,senate hopeful larry claim fair act publication media false read
539,real,mysterious illness prevalent among men affected panay island
540,real,ay matapos na buuin kilalanin committee pederasyon na sa volleyball alisin dating asosasyon na volleyball federation
541,fake,read full account post
542,fake,contrary count fake post headline listed six supposedly taking part plot bring government read
543,real,calling new york university offering new course swift full story
544,fake,evidence legitimacy audio recording supposedly former president successor
545,fake,tao sa mundo si sa world ay robbery government
546,fake,pink light display month support vice president page used photo landmark read
547,real,presidential would address read story plight health
548,fake,thread year team viral related upcoming national number favorable presidential aspirant making top beneficiary election related
549,real,house senate need pick six house one senate seat take full control congress
550,fake,team na may tao para multiple social media na kay
551,fake,commission human right sa magsasaka sa oriental sa police operation sa lugar ayon sa ay pusakal na kriminal na daw ay na new people army para kay de pahayag na namatay ay patunayan sa korte point interest finding truth regional sub office region already instructed investigate case ni de ayon sa grupo daw ay magsasaka balak din daw maghabla sa pulis sundalo na kasama sa operasyon warn police pursue justice police involved suffer fate gen languishing prison demand national police armed release involved file criminal ni bayan muna senatorial candidate naman tropa gobyerno na legal operasyon sa katunayan daw ay may dala silang arrest warrant legal po po basta pumasok sa bahay duty police buwelta naman ni col director oriental police provincial office source
552,real,running panel discussion presidential forum
553,real,new word add vocabulary new year broadsheet definition ebullient subscribe daily inquirer visit
554,real,stood forum presence labor leader de also finding common ground statement except live
555,real,lindol na may lakas na magnitude umaga lindol alas umaga ayon sa institute volcanology seismology epicenter nito ay kilometro sa silangan bayan may lalim na kilometro sa intensity paggalaw sa
556,real,whose long career included serving mayor new york city legal counsel former president trump reportedly found next albeit temporary gig masked singer
557,real,meta stock billion biggest ever single day market value us company
558,fake,post merely report attached misleading thumbnail said mukha ba mandaraya do look like read
559,real,pandemic going away soon struck me really talk exactly presidential pull us crisis live
560,fake,candidate never senator contrary president claim read
561,fake,video beauty queen raj talking inform look appear like certain presidential bet
562,fake,nagpapatunay na kampo ni nag hack hack sa pang data breach hacking
563,fake,may kinalaman kampo nina senador sa data breach hacking sa
564,real,bumagsak helicopter malapit sa villa sa probinsiya la milya kanluran pahayag ni la secretary security patay pasahero
565,real,lady gaga na talaga sa th academy linggo nang awitin sound music medley sa sa singer ilang medley song kabilang na alive edelweiss climb mountain ayon sa ulat us weekly favorite ay rin sa presentasyon ni gaga pagtatanghal simula nang isiwalat valentine day pagpapakasal sa aktor na si
566,real,halos koponan sa dragon boat race sa ay atleta na na sa international
567,real,pandemic visit rarely do miss tell us section
568,fake,senator giving away p business capital also said partnership senator giveaway scam
569,real,improving rural kung natin sa ospital natin sa rehiyon via
570,real,sa ay sa pahayagan katao kabilang dating hepe bureau plant industry tauhan kriminal sa office ombudsman sa sa pagkakasangkot sa biglaan pagtaas presyo bawang sa imbestigasyon na ni sec de lumitaw na garlic cartel operate kasabuwat ilang opisyal lumabas ding dating hepe garlic importation ilang dummy kapalit p anomalya sa priority development assistance fund pork barrel disbursement acceleration program dap sa nga ay sa kung corrupt mahirap pa rin mahirap trabaho na ni ay na pagsalakay pagpapasabog terorista sa tanggapan magazine sa paris napatay journalist pulis magasin pahayagan ay militante na kasapi isis nito pa caricature si prophet
571,fake,kaibigan ni kris na si pea na tumulong daw si kay kris rin si kris kay
572,fake,baseless post public vote grace poe paolo bam yellow ticket read
573,fake,member anti vaccine group deadly directly linked said read full report
574,real,adorable video watching early episode hit
575,real,handful seeking greater election amid growing safety targeted violence following presidential election
576,real,unvaccinated within testing also isolation highly suspected infection via
577,fake,president within two impending investigation humanity read
578,fake,scientific basis efficacy drinking concoction menthol candy calamansi hot water sugar cough common cold one expert high sugar content read story
579,real,linked remains smaller subset several dozen believe could deliberate use energy
580,fake,sa post sa na binata na si g duran karanasan sa sakit ay na diagnose sakit na chronic kidney disease chronic renal failure na nasa stage na raw binata sa post nang magsimula makaranas pananakit ulo binata na sakit ulo na lang gamot nawawala naman sakit sa gamot pabalik balik din ayon sa binata ilang beses pa raw sakit ulo sa na na sa ospital doon na na stage agad agad sa dialysis ayon raw sa doktor kidney binata puro gasgas tumaas creatinine posible matagal nang sakit binata naman binata pagkahilig sa na pagkain junk food cup naman babala binata para sa upang matulad sa iba samantala rin binata sa may puso para sa kidney transplant dialysis para pa buhay basahin post ni sa account silent killer kidney disease kidney unlike don throw many late hi g duran age warrior chronic kidney disease stage nag kung ko daw sakit na pa daw tumama uri sakit ko lang uri sakit bata ka man matanda babae lalaki ka tamaan lalo na kung pabaya ka sa ko nag sumakit ulo ko sakit na akala mo ka ugat sa ulo ko agad gamot maya maya na ako pag gising ko sigla na naman sakit ulo ko ko na naman gamot maya maya nawala na ulit lumipas ilang araw akala ko na sumakit na naman every time na ko gamot kasi akala ko lang time na nag ako para sa pag ko sa trabaho para tumulong sa magulang lagi ako nasa labas ulo ko ako sa nag apply na nga natanggap naman agad ayun nga first day ko sa trabaho noon sumakit na naman ulo ko beses pa pasok nun tapos nag absent na ako kasi di ko na sa sakit ulo ko eh nag pa nga lang ako sa trabaho wala pa ako pera para mag pa check lang ako gamot para mawala sakit nga lumipas ilang araw ko na talaga nag na ako sa ospital kasi feeling ko na katawan ko ako ako malay nun kasi taas pala ko pala sakit ulo ko buti daw pumutok ugat sa ulo ko kinabukasan debut ko sa ospital na nag birthday na ako na ko daw mag dialysis kasi sa na kidney ko na daw nag puro gasgas na daw tumaas creatinine ko agad agad ako catheter saksak sa leeg ko choice na ako pumayag na ako may masama pang pagka kabit agad ako doctor ko lang daw nag simula sakit ko matagal na na daw ko lang dun ko dati na matakaw ako sa junk food cup sa turo turo ko na kidney ko ako sa pag kain resulta sa x week ako nasa p per session bali p per week mayaman ka aray ka sa presyo lalo na ko kayo mag kayo sa pagkain na umiwas na kayo sa pagkain na humingi po ako sa may busilak na puso tulong para sa transplant sa akin dialysis para buhay po ako sa number ipadala account
581,real,said would difficult impose wealth tax instead progressive tax system undo effects train law live
582,real,point question question morality practicality via live
583,fake,vice president agreed join live media interview contrary claim made video spurred
584,real,would break structural corruption government ako sa internal cleansing ko na chief ako via watch
585,real,willing legalize e sabong cockfighting kung talaga problema legal ilegal problema would rather put authority supervision state via
586,real,wala na raw module tuwang tuwa ilang magulang estudyante sa pagbabalik face face classes sa na linggo para lang yan sa ilang piling paaralan sa lugar na nasa alert level
587,real,fi epic nominated best film best screenplay original score cinematography
588,fake,needs context post poll vote counting machine pasig city supposedly broke needs context
589,real,sa happy si sa taga singko na pambabastos sa ni bayani na pala kasi ay kasama sa na na nina robin
590,real,reclamation must obey follow regulation regard protecting environment via
591,real,two prison striking kneeling man head baton protest death
592,fake,tingnan bumisita tulong aktor na si robin sa kababayan sa sitio sa araw ika sa piraso lupa na noon ni secretary sa community tulong pa chairman clark development corporation rin si sec art hanging bridge potable water para sa kalapitan loob kalihim sa ni aktor na daan para sa mas ligtas pagbagtas sa lugar bumisita aktor sa si director administrative service
593,fake,contrary statement city mayor presidential candidate
594,real,keep mind passing
595,fake,kung pa tapos ilang kandidato otso sa pagbatikos kay rin presidente sa sa talumpati sa harap community sa japan sinabi presidente na wala kontribusyon pambato oposisyon kundi pumuna kung yan lang rin politiko otso sa impyerno remember kung yang diyan kung magdaldal contribution presidente ilang araw lang ay ni former otso candidate ni sa japan kasama ilang kaalyado kaibigan ayon kay raw ay uri umano naman daw sa aktibidad sa sumama social media allies administration clear official business also part delegation public funds could used shoulder could considered corruption na nga kaban bayan pati ba naman sa victory party sagot pa ay buwis naman na opisyal ay marangya pamumuhay naman sana ni sa na pagtitipon naman ni kredensyal halal na senador na si former national police chief bato rosa na pambato administrasyon halalan source news inquirer
596,fake,opisyal na pahayag si president na kay sa halalan
597,fake,opisyal na pahayag panayam na ni new prime minister si sa
598,fake,claim video social media election ballot shaded ink seen light false
599,real,last day inquirer plus month digital subscription plan p take advantage limited time offer year tiger subscribe today go kung hei fat
600,real,enrich vocabulary today learning definition word galvanize courtesy newspaper subscribe daily inquirer visit
601,real,press briefing acting spokesman karlo latest vaccination million fully covid million already received booster shot via
602,real,nagkataon pa sa talk n text na may malamang na pa sa semis sa mas mataas na quotient mabigo silang makamit hinahangad na outright spot may konsolasyon pa rin silang twice beat advantage papasok quarters kung kasunod na koponan sa matapos sa double phase batay sa format may bentahe twice beat kontra sa ayon sa sa phase kung na koponan ay sa knockout phase para sa semis sa panig naman tiyak basta na sa kabila na wala na sa para sa outright berth tropa ni coach jeff na dugtungan panalo kontra sa dating lider na para sa pagsabak sa samantala ganito rin hangad sa sa pagsalang kontra sa
603,real,natin kita magsaka magiging sapat pagkain produce sa via
604,real,presidential aspirant senator said country non tax revenue income provide funds government help ease poverty
605,fake,video vice president warning stock president declare martial law place country total fake
606,real,na bossing na face familiar habit weekend sa social media nationwide na ni ni gabi
607,real,presidential forum vice president presidential aspirant said ensure liable p billion pork barrel scam allies otherwise
608,fake,various twitter saying told either wait replacement vote machine entrust shaded misleading
609,real,learn meaning word heedful use sentence newspaper subscribe daily inquirer visit
610,fake,na sa sur si taliwas sa partido federal
611,fake,totoo post na kung si upong pangulo krisis sa supply palay marahil daw ay na namatay sa gutom
612,fake,view raised vera drug test made public
613,real,talaga palakasin natin community based na sa kalusugan via
614,fake,totoo si raw decorated war hero sa world war via
615,real,problem politics get away ping going keeping campaign funds manny giving money via live
616,real,illegal solution must comprehensive holistic include drug prevention rehabilitation via
617,real,ayon pa kay wala ring vigil bago aniya foreign based priest lang accreditation kung sa paring papa sa sa sa kabataan sa university ust papa sa para sa concluding mass nang na ni pope sa city airport sa magiging limitado mamamahagi tiket special pass para
618,fake,araw bumulagta sa publiko awang pagpatay sa grade student na si lee lang kasi pusakal na kriminal sa pagpatay pa mukha dalagita sa impormasyon na eksperto na nag sa kaso ni na may laman loob sa bangay biktima ayon kay superintendent benjamin director national police crime laboratory central na matagpuan sa katawan biktima dila nito pati lalamunan ay nawawala din ilang parte din daw leeg ay wala na din sa ilang ulat na umano dalaga si ay volunteer church collector sa simbahan malapit sa base sa pahayag ina biktima lang daw anak na pupunta sa ina ni na na pala pagkakataon na anak wala buhay na katawan ni sa malawak na lote tanggal damit nito pang tanggal din balat sa mukha ayon sa may lalaki daw na kasama ni dalaga posible din daw na na pagpaslang kay ay kababayan natin may na na ibalik na kamatayan sa na krimen source
619,real,sa televiewer sa outfit santo papa sa pinanggalingan nito sa mas ko pa humanity ni pope sa prepared din kung lang naman para sa akin standout talaga pa lang sa paglapag lulan si pope sa araw nito sa sa pag alis nito pauwi lang si sa coverage sa papal visit kundi sina henry
620,fake,former secretary mark villar showing skyway stage tagged claim needs context reader request
621,fake,fake quote card city mayor saying support son made never made statement check story
622,real,e sabong regulated
623,real,norm ay sina international master mae si suede na mas chess produce first lady ni help organize local international tournament also join tournament abroad get two paliwanag pa ni ni norm sa battle sa bansa sina suede ay sa naman na sa nina suede pinakamataas naman na bansa matapos ranggo na international master na si na mag lokal internasyonal na torneo sa bansa makilahok sa iba torneo sa labas bansa matapos naman tanggalin sports na chess sa sa na taon na th southeast sa sa already lined bangkok plus several local organized international meet give chance earn last two pa ni
624,real,supreme court first second level well collegiate national capital region closed bar
625,fake,totoo na mapayapa maunlad batas militar
626,fake,senate bet sen investigation sen manny contrary meme read
627,fake,falsely vice presidential election fraudulent despite decision electoral protest
628,real,national police new covid among brought total police organization
629,fake,video cheating took place first day overseas absentee voting united kingdom misleading title
630,real,dutch port city received request permit temporarily dismantle historic bridge allow superyacht built founder jeff pass local media
631,fake,news publish article ombudsman graft case former provincial administrator posted page read
